employee_id,designation,coe_dep,competency_sheet,competency_question,response,score,competency_source
EMP24,Solutions Enabler,Data Science & AI,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP404,Solutions Enabler,Techops & Automation,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP271,Solutions Enabler,Data Engineering,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP943,Solutions Enabler,Data Engineering,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,2.0,observed
EMP189,Solutions Enabler,Data Engineering,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP807,Solutions Enabler,Data Engineering,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP498,Solutions Enabler,Power BI & Consulting,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP390,Solutions Enabler,Data Science & AI,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP516,Solutions Enabler,Full Stack,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,5.0,observed
EMP606,Solutions Enabler,Full Stack,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP488,Solutions Enabler,Full Stack,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP614,Solutions Enabler,Full Stack,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP831,Solutions Enabler,Data Engineering,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP618,Solutions Enabler,Data Engineering,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP701,Solutions Enabler,Power BI & Consulting,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP78,Solutions Enabler,Power BI & Consulting,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP442,Solutions Enabler,Full Stack,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP551,Solutions Enabler,Techops & Automation,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,4.0,observed
EMP95,Solutions Enabler,Techops & Automation,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP102,Solutions Enabler,Techops & Automation,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP403,Solutions Enabler,Techops & Automation,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,1.0,observed
EMP899,Solutions Enabler,Techops & Automation,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",No,0.0,observed
EMP91,Solutions Enabler,Power BI & Consulting,Solution Enabler,"Effectively navigates ambiguity and delivery‑stage complexity, maintaining composure and driving outcomes under pressure",Yes,3.0,observed
EMP277,Solutions Consultant,Full Stack,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,2.0,observed
EMP1026,Solutions Consultant,Full Stack,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,4.0,observed
EMP166,Solutions Consultant,Techops & Automation,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,3.0,observed
EMP225,Consultant,Power BI & Consulting,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,4.0,observed
EMP20,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP32,Consultant,Power BI & Consulting,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,5.0,observed
EMP559,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP428,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP654,Solutions Consultant,Full Stack,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP610,Solutions Consultant,Techops & Automation,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP904,Solutions Consultant,Techops & Automation,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,4.0,observed
EMP750,Solutions Consultant,Techops & Automation,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,4.0,observed
EMP490,Solutions Consultant,Techops & Automation,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,1.0,observed
EMP68,Solutions Consultant,Data Science & AI,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP959,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,1.0,observed
EMP683,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,2.0,observed
EMP194,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP538,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,4.0,observed
EMP445,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP952,Solutions Consultant,Techops & Automation,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP1003,Consultant,GTM,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP167,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,5.0,observed
EMP567,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP151,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP237,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP348,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP426,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,2.0,observed
EMP848,Solutions Consultant,Techops & Automation,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,5.0,observed
EMP5,Solutions Consultant,Techops & Automation,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,1.0,observed
EMP245,Solutions Consultant,Data Science & AI,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,5.0,observed
EMP550,Solutions Consultant,Data Science & AI,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,4.0,observed
EMP443,Solutions Consultant,Data Science & AI,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,5.0,observed
EMP569,Solutions Consultant,Data Science & AI,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP1000,Solutions Consultant,Data Science & AI,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP476,Solutions Consultant,Data Engineering,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",No,0.0,observed
EMP529,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,5.0,observed
EMP1015,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Effectivetly articulates JMAN's capabilities and offerrings in terms of delivery and outcome, and leads on advancing our offerring. ",Yes,4.0,observed
EMP277,Solutions Consultant,Full Stack,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP1026,Solutions Consultant,Full Stack,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,1.0,observed
EMP166,Solutions Consultant,Techops & Automation,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,4.0,observed
EMP225,Consultant,Power BI & Consulting,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,4.0,observed
EMP20,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP32,Consultant,Power BI & Consulting,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,1.0,observed
EMP559,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP428,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,2.0,observed
EMP654,Solutions Consultant,Full Stack,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,5.0,observed
EMP610,Solutions Consultant,Techops & Automation,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,2.0,observed
EMP904,Solutions Consultant,Techops & Automation,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,1.0,observed
EMP750,Solutions Consultant,Techops & Automation,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,1.0,observed
EMP490,Solutions Consultant,Techops & Automation,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,1.0,observed
EMP68,Solutions Consultant,Data Science & AI,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,5.0,observed
EMP959,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,5.0,observed
EMP683,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,5.0,observed
EMP194,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP538,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,2.0,observed
EMP445,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,4.0,observed
EMP952,Solutions Consultant,Techops & Automation,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,1.0,observed
EMP1003,Consultant,GTM,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP167,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP567,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP151,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP237,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,5.0,observed
EMP348,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP426,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,2.0,observed
EMP848,Solutions Consultant,Techops & Automation,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",No,0.0,observed
EMP5,Solutions Consultant,Techops & Automation,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,1.0,observed
EMP245,Solutions Consultant,Data Science & AI,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,3.0,observed
EMP550,Solutions Consultant,Data Science & AI,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,4.0,observed
EMP443,Solutions Consultant,Data Science & AI,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,3.0,observed
EMP569,Solutions Consultant,Data Science & AI,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,2.0,observed
EMP1000,Solutions Consultant,Data Science & AI,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,4.0,observed
EMP476,Solutions Consultant,Data Engineering,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,5.0,observed
EMP529,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,2.0,observed
EMP1015,Solutions Consultant,Power BI & Consulting,Solution Consultant,"Expert in estimating and designing solution architectures. Drive team to meet sprint plan, deadlines and best practices; Instrumental in making the team meet the expected deadlines without compromising on quality",Yes,1.0,observed
EMP277,Solutions Consultant,Full Stack,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,1.0,observed
EMP1026,Solutions Consultant,Full Stack,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,2.0,observed
EMP166,Solutions Consultant,Techops & Automation,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP225,Consultant,Power BI & Consulting,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP20,Solutions Consultant,Power BI & Consulting,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,2.0,observed
EMP32,Consultant,Power BI & Consulting,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,4.0,observed
EMP559,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,2.0,observed
EMP428,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP654,Solutions Consultant,Full Stack,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP610,Solutions Consultant,Techops & Automation,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,4.0,observed
EMP904,Solutions Consultant,Techops & Automation,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,5.0,observed
EMP750,Solutions Consultant,Techops & Automation,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,1.0,observed
EMP490,Solutions Consultant,Techops & Automation,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,5.0,observed
EMP68,Solutions Consultant,Data Science & AI,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP959,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP683,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP194,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP538,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,3.0,observed
EMP445,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,5.0,observed
EMP952,Solutions Consultant,Techops & Automation,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,5.0,observed
EMP1003,Consultant,GTM,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP167,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,3.0,observed
EMP567,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,1.0,observed
EMP151,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,2.0,observed
EMP237,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP348,Solutions Consultant,Power BI & Consulting,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP426,Solutions Consultant,Power BI & Consulting,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,3.0,observed
EMP848,Solutions Consultant,Techops & Automation,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,2.0,observed
EMP5,Solutions Consultant,Techops & Automation,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,1.0,observed
EMP245,Solutions Consultant,Data Science & AI,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP550,Solutions Consultant,Data Science & AI,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP443,Solutions Consultant,Data Science & AI,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP569,Solutions Consultant,Data Science & AI,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP1000,Solutions Consultant,Data Science & AI,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,No,0.0,observed
EMP476,Solutions Consultant,Data Engineering,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,3.0,observed
EMP529,Solutions Consultant,Power BI & Consulting,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,3.0,observed
EMP1015,Solutions Consultant,Power BI & Consulting,Solution Consultant,Good at estimating and drafting project plans. Define sprints and story points. Advocate and implement agile SQUAD model. ,Yes,2.0,observed
EMP433,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,4.0,observed
EMP1014,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,4.0,observed
EMP318,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,1.0,observed
EMP399,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP282,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP365,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,3.0,observed
EMP905,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP387,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP267,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP755,Senior Software Engineer,Power BI & Consulting,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP774,Senior Software Engineer,Full Stack,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,2.0,observed
EMP653,Senior Software Engineer,Full Stack,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP171,Senior Software Engineer,Full Stack,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,2.0,observed
EMP992,Senior Software Engineer,Full Stack,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,1.0,observed
EMP246,Senior Software Engineer,Full Stack,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP737,Senior Software Engineer,Full Stack,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP863,Senior Software Engineer,Full Stack,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,3.0,observed
EMP325,Senior Software Engineer,Full Stack,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,2.0,observed
EMP556,Senior Software Engineer,Full Stack,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,5.0,observed
EMP729,Senior Software Engineer,Data Engineering,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP1025,Senior Software Engineer,Data Engineering,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,1.0,observed
EMP376,Senior Software Engineer,Data Engineering,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,3.0,observed
EMP400,Senior Software Engineer,Data Engineering,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,No,0.0,observed
EMP593,Senior Software Engineer,Data Engineering,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,1.0,observed
EMP541,Senior Software Engineer,Data Engineering,Senior Software Engineer,Brings strong techno‑functional consulting expertise aligned to JMAN’s delivery context,Yes,4.0,observed
